STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
       71;20140809;   3;   19.0;  15.8;  -999;    -999;   72.75;-999;   22.8;   15.6;   14.3;-999;   5.5;   4;    6.583;   0;eor
       71;20140810;   3;   19.7;  17.4;  -999;    -999;   77.96;-999;   25.8;   14.1;   13.3;-999;  13.2;   4;    5.400;   0;eor
       71;20140811;   3;   15.0;  13.8;  -999;    -999;   81.13;-999;   19.0;   11.8;   10.6;-999;   1.7;   4;    3.350;   0;eor
       71;20140812;   3;   14.7;  11.5;  -999;    -999;   69.54;-999;   19.5;   11.1;    9.1;-999;   0.1;   4;    5.350;   0;eor
       71;20140813;   3;   13.0;  12.5;  -999;    -999;   83.54;-999;   16.7;   10.3;    8.6;-999;   2.1;   4;    1.700;   0;eor
       71;20140814;   3;   12.5;  11.6;  -999;    -999;   80.38;-999;   16.9;    9.5;    7.6;-999;   3.1;   4;    2.433;   0;eor
       71;20140815;   3;   11.6;  11.5;  -999;    -999;   84.13;-999;   14.5;    9.6;    9.2;-999;   8.0;   4;    4.183;   0;eor
       71;20140816;   3;   11.7;  11.4;  -999;    -999;   83.83;-999;   16.2;    9.1;    6.7;-999;   2.8;   4;    4.783;   0;eor
       71;20140817;   3;   12.9;  10.5;  -999;    -999;   72.38;-999;   18.3;    6.5;    4.6;-999;   0.0;   0;    9.950;   0;eor
       71;20140818;   3;   13.5;  11.4;  -999;    -999;   74.63;-999;   17.9;    9.7;    7.2;-999;   0.4;   4;    3.233;   0;eor
       71;20140819;   3;   13.5;  10.9;  -999;    -999;   72.42;-999;   18.0;   10.2;    8.9;-999;   0.0;   0;    5.633;   0;eor
       71;20140820;   3;   11.6;  10.2;  -999;    -999;   76.58;-999;   15.9;    7.7;    5.2;-999;   0.0;   0;    2.350;   0;eor
       71;20140821;   3;   11.7;   9.8;  -999;    -999;   73.50;-999;   16.9;    6.5;    3.9;-999;   0.0;   0;    8.717;   0;eor
       71;20140822;   3;   12.9;   9.8;  -999;    -999;   67.88;-999;   18.4;    8.2;    5.9;-999;   0.0;   0;    6.450;   0;eor
       71;20140823;   3;   11.8;  10.4;  -999;    -999;   75.63;-999;   16.3;    7.7;    5.4;-999;   3.6;   4;    2.367;   0;eor
       71;20140824;   3;   10.3;   9.7;  -999;    -999;   78.17;-999;   14.7;    6.5;    4.1;-999;   0.0;   0;    7.233;   0;eor
       71;20140825;   3;   11.4;  10.0;  -999;    -999;   75.88;-999;   16.6;    5.4;    3.3;-999;   6.3;   4;    2.000;   0;eor
       71;20140826;   3;   14.3;  14.5;  -999;    -999;   88.67;-999;   18.4;   10.8;   10.2;-999;  10.5;   4;    0.817;   0;eor
       71;20140827;   3;   13.3;  14.4;  -999;    -999;   94.00;-999;   15.6;   11.6;    9.4;-999;   4.6;   4;    0.483;   0;eor
       71;20140828;   3;   15.3;  14.3;  -999;    -999;   83.79;-999;   21.3;    9.7;    8.5;-999;   0.0;   0;    5.617;   0;eor
       71;20140829;   3;   15.4;  16.4;  -999;    -999;   93.38;-999;   20.3;   12.4;   10.6;-999;  11.5;   4;    1.667;   0;eor
       71;20140830;   3;   15.8;  14.5;  -999;    -999;   82.13;-999;   21.0;   11.7;   10.0;-999;   0.1;   4;    9.283;   0;eor
       71;20140831;   3;   11.5;  13.0;  -999;    -999;   95.54;-999;   13.8;    9.8;    9.6;-999;  12.4;   4;    0.000;   0;eor
       71;20140901;   3;   10.8;  11.4;  -999;    -999;   88.33;-999;   13.5;    9.3;    8.8;-999;   0.0;   0;    0.567;   0;eor
       71;20140902;   3;   12.0;  11.9;  -999;    -999;   85.96;-999;   16.0;    9.3;    8.5;-999;   0.8;   4;    1.850;   0;eor
       71;20140903;   3;   13.1;  13.4;  -999;    -999;   88.58;-999;   14.9;   10.3;    9.3;-999;   0.0;   0;    0.000;   0;eor
       71;20140904;   3;   13.3;  13.9;  -999;    -999;   90.96;-999;   15.3;   11.8;    9.8;-999;   0.0;   0;    0.017;   0;eor
       71;20140905;   3;   16.1;  15.0;  -999;    -999;   83.63;-999;   21.3;   10.9;    9.2;-999;   0.0;   0;    2.400;   0;eor
       71;20140906;   3;   16.4;  15.7;  -999;    -999;   84.88;-999;   22.4;   12.0;    9.1;-999;   0.8;   4;    6.067;   0;eor
       71;20140907;   3;   15.3;  15.9;  -999;    -999;   91.38;-999;   21.4;   10.8;    8.9;-999;   8.4;   4;    4.517;   0;eor
       71;20140908;   3;   17.5;  16.7;  -999;    -999;   85.25;-999;   24.5;   12.3;   10.4;-999;   0.0;   0;    9.383;   0;eor
       71;20140909;   3;   16.2;  15.7;  -999;    -999;   86.54;-999;   21.1;   12.1;    9.7;-999;   0.2;   4;    5.900;   0;eor
       71;20140910;   3;   12.9;  13.0;  -999;    -999;   88.08;-999;   17.6;    8.5;    5.9;-999;   0.0;   0;    3.033;   0;eor
       71;20140911;   3;   10.4;  10.9;  -999;    -999;   87.63;-999;   15.1;    7.3;    6.1;-999;   0.3;   4;    2.783;   0;eor
       71;20140912;   3;    9.6;  11.8;  -999;    -999;   98.42;-999;   10.9;    8.5;    8.3;-999;  22.9;   4;    0.000;   0;eor
       71;20140913;   3;   12.6;  13.7;  -999;    -999;   94.21;-999;   16.2;   10.9;   10.8;-999;   5.1;   4;    0.783;   0;eor
       71;20140914;   3;   14.0;  14.4;  -999;    -999;   90.71;-999;   17.6;   10.7;    8.5;-999;   0.4;   4;    2.183;   0;eor
       71;20140915;   3;   14.8;  14.1;  -999;    -999;   84.67;-999;   20.7;   11.7;   10.2;-999;   0.0;   0;    4.017;   0;eor
       71;20140916;   3;   14.6;  14.5;  -999;    -999;   87.54;-999;   20.3;    9.4;    8.0;-999;   0.0;   4;    8.000;   0;eor
       71;20140917;   3;   15.6;  14.6;  -999;    -999;   84.08;-999;   24.1;    9.0;    8.0;-999;   0.0;   0;    9.417;   0;eor
       71;20140918;   3;   15.4;  15.7;  -999;    -999;   89.92;-999;   22.8;   11.8;   10.4;-999;   5.5;   4;    4.183;   0;eor
       71;20140919;   3;   16.8;  16.1;  -999;    -999;   85.21;-999;   22.4;   12.5;   11.5;-999;   1.9;   4;    4.633;   0;eor
       71;20140920;   3;   16.4;  15.5;  -999;    -999;   84.25;-999;   21.8;   12.6;   10.4;-999;   4.9;   4;    5.017;   0;eor
       71;20140921;   3;   13.3;  14.6;  -999;    -999;   95.50;-999;   16.5;   10.1;    9.8;-999;  36.1;   4;    0.550;   0;eor
       71;20140922;   3;    8.1;   9.7;  -999;    -999;   89.25;-999;   11.8;    3.4;    1.5;-999;   1.3;   4;    2.017;   0;eor
       71;20140923;   3;    7.4;   8.1;  -999;    -999;   81.25;-999;   14.3;    1.4;   -0.3;-999;   0.0;   0;   11.433;   0;eor
       71;20140924;   3;    9.5;   9.6;  -999;    -999;   81.67;-999;   16.9;    2.6;    0.3;-999;   4.6;   4;    6.750;   0;eor
       71;20140925;   3;    9.4;  10.2;  -999;    -999;   87.17;-999;   13.4;    5.9;    3.0;-999;   0.2;   4;    3.350;   0;eor
       71;20140926;   3;   10.6;  10.0;  -999;    -999;   80.83;-999;   16.8;    5.7;    3.0;-999;   0.0;   0;    8.133;   0;eor
       71;20140927;   3;   11.5;  11.9;  -999;    -999;   88.04;-999;   18.3;    6.5;    4.4;-999;   0.0;   0;    7.533;   0;eor
       71;20140928;   3;   14.1;  13.5;  -999;    -999;   85.75;-999;   21.7;    8.8;    6.6;-999;   0.0;   0;    9.517;   0;eor
       71;20140929;   3;   15.5;  12.8;  -999;    -999;   75.42;-999;   22.6;    9.0;    6.8;-999;   0.0;   0;   10.150;   0;eor
       71;20140930;   3;   14.9;  14.8;  -999;    -999;   87.46;-999;   18.2;   12.6;   10.5;-999;  10.9;   4;    0.133;   0;eor
       71;20141001;   3;   14.0;  14.0;  -999;    -999;   88.75;-999;   19.0;    9.9;    6.8;-999;   0.0;   0;    4.800;   0;eor
       71;20141002;   3;   13.0;  12.6;  -999;    -999;   84.96;-999;   18.6;    8.1;    5.7;-999;   0.0;   0;    9.533;   0;eor
       71;20141003;   3;   12.5;  11.5;  -999;    -999;   80.58;-999;   17.3;    8.5;    5.0;-999;   0.0;   0;   10.883;   0;eor
       71;20141004;   3;   10.6;  11.7;  -999;    -999;   91.88;-999;   15.9;    7.7;    5.2;-999;   0.0;   0;    2.167;   0;eor
       71;20141005;   3;   11.3;  12.4;  -999;    -999;   92.46;-999;   15.9;    6.8;    4.9;-999;   0.0;   0;    4.000;   0;eor
       71;20141006;   3;   12.0;  12.4;  -999;    -999;   88.75;-999;   16.5;    9.7;    7.4;-999;   0.7;   4;    2.983;   0;eor
       71;20141007;   3;   12.8;  12.1;  -999;    -999;   82.04;-999;   16.1;   10.0;    8.3;-999;   4.3;   4;    0.217;   0;eor
       71;20141008;   3;   14.6;  13.3;  -999;    -999;   80.83;-999;   19.3;   10.7;    9.6;-999;   0.3;   4;    4.683;   0;eor
       71;20141009;   3;   17.5;  11.8;  -999;    -999;   61.17;-999;   23.4;   11.6;    8.8;-999;   0.7;   4;    7.533;   0;eor
       71;20141010;   3;   13.7;  14.7;  -999;    -999;   93.38;-999;   16.0;   11.7;    9.8;-999;   2.7;   4;    0.000;   0;eor
