STATIONS_ID; MESS_DATUM; QUALITAETS_NIVEAU; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
      151;20140808;   3;   19.8;  14.2;  -999;    -999;   65.79;-999;   27.6;   11.1;    9.2;-999;   0.0;   0;     -999;   0;eor
      151;20140809;   3;   19.8;  15.4;  -999;    -999;   68.50;-999;   25.9;   13.5;   11.2;-999;   0.0;   4;     -999;   0;eor
      151;20140810;   3;   21.8;  16.0;  -999;    -999;   65.83;-999;   30.4;   12.4;   10.4;-999;   8.0;   4;     -999;   0;eor
      151;20140811;   3;   18.7;  15.2;  -999;    -999;   71.33;-999;   22.1;   15.3;   13.8;-999;   0.0;   4;     -999;   0;eor
      151;20140812;   3;   17.5;  13.0;  -999;    -999;   66.54;-999;   22.1;   14.4;   12.6;-999;   0.0;   0;     -999;   0;eor
      151;20140813;   3;   15.0;  14.0;  -999;    -999;   81.79;-999;   16.7;   12.7;   10.2;-999;   3.5;   4;     -999;   0;eor
      151;20140814;   3;   15.2;  12.8;  -999;    -999;   74.75;-999;   20.2;    9.8;    7.8;-999;   0.0;   0;     -999;   0;eor
      151;20140815;   3;   13.5;  13.0;  -999;    -999;   83.96;-999;   18.2;    9.5;    7.6;-999;  12.1;   4;     -999;   0;eor
      151;20140816;   3;   13.7;  12.7;  -999;    -999;   81.67;-999;   17.9;   10.8;    9.1;-999;   2.9;   4;     -999;   0;eor
      151;20140817;   3;   16.0;  12.2;  -999;    -999;   69.63;-999;   21.3;   11.5;    9.1;-999;   0.0;   0;     -999;   0;eor
      151;20140818;   3;   15.1;  11.5;  -999;    -999;   68.42;-999;   19.9;    8.9;    6.5;-999;   0.0;   0;     -999;   0;eor
      151;20140819;   3;   14.6;  11.1;  -999;    -999;   69.58;-999;   21.4;    9.5;    7.1;-999;   0.0;   0;     -999;   0;eor
      151;20140820;   3;   13.7;   9.8;  -999;    -999;   65.71;-999;   18.9;    7.1;    5.2;-999;   0.2;   4;     -999;   0;eor
      151;20140821;   3;   14.1;  10.1;  -999;    -999;   65.71;-999;   20.1;    8.4;    6.4;-999;   0.0;   0;     -999;   0;eor
      151;20140822;   3;   12.9;   9.7;  -999;    -999;   69.21;-999;   20.4;    5.8;    4.2;-999;   0.0;   0;     -999;   0;eor
      151;20140823;   3;   13.2;  10.6;  -999;    -999;   71.79;-999;   19.9;    5.6;    3.9;-999;   0.1;   4;     -999;   0;eor
      151;20140824;   3;   12.3;  10.3;  -999;    -999;   72.29;-999;   16.3;    6.1;    3.8;-999;   0.7;   4;     -999;   0;eor
      151;20140825;   3;   12.5;   9.4;  -999;    -999;   68.08;-999;   19.1;    3.6;    2.2;-999;   7.0;   4;     -999;   0;eor
      151;20140826;   3;   14.3;  14.9;  -999;    -999;   90.92;-999;   18.9;   11.4;   11.1;-999;  18.0;   4;     -999;   0;eor
      151;20140827;   3;   14.3;  12.5;  -999;    -999;   78.75;-999;   20.4;    7.5;    6.0;-999;   0.0;   4;     -999;   0;eor
      151;20140828;   3;   13.7;  11.6;  -999;    -999;   77.29;-999;   22.8;    6.3;    5.2;-999;   0.0;   0;     -999;   0;eor
      151;20140829;   3;   16.7;  14.5;  -999;    -999;   76.46;-999;   22.3;   12.3;   10.7;-999;   0.2;   4;     -999;   0;eor
      151;20140830;   3;   16.5;  13.7;  -999;    -999;   75.58;-999;   22.8;   11.3;    9.9;-999;   7.5;   4;     -999;   0;eor
      151;20140831;   3;   13.4;  14.2;  -999;    -999;   91.75;-999;   15.9;   10.8;    9.8;-999;  13.4;   4;     -999;   0;eor
      151;20140901;   3;   12.7;  12.7;  -999;    -999;   87.00;-999;   15.3;    9.5;    7.9;-999;   0.1;   4;     -999;   0;eor
      151;20140902;   3;   14.0;  13.7;  -999;    -999;   86.50;-999;   18.4;   10.0;    8.7;-999;   0.2;   4;     -999;   0;eor
      151;20140903;   3;   15.4;  14.2;  -999;    -999;   81.33;-999;   18.7;   12.7;   12.1;-999;   0.0;   0;     -999;   0;eor
      151;20140904;   3;   17.7;  16.0;  -999;    -999;   80.04;-999;   23.6;   12.0;   10.5;-999;   0.0;   0;     -999;   0;eor
      151;20140905;   3;   17.9;  16.2;  -999;    -999;   80.54;-999;   26.2;   11.2;    9.9;-999;   0.0;   0;     -999;   0;eor
      151;20140906;   3;   18.9;  17.0;  -999;    -999;   79.83;-999;   25.8;   13.2;   11.7;-999;   1.3;   4;     -999;   0;eor
      151;20140907;   3;   18.5;  17.6;  -999;    -999;   84.04;-999;   26.2;   13.7;   12.6;-999;   1.1;   4;     -999;   0;eor
      151;20140908;   3;   18.3;  17.5;  -999;    -999;   84.75;-999;   24.9;   13.6;   12.1;-999;   0.0;   0;     -999;   0;eor
      151;20140909;   3;   16.2;  14.2;  -999;    -999;   79.50;-999;   22.4;   10.9;    9.1;-999;   0.0;   0;     -999;   0;eor
      151;20140910;   3;   14.6;  12.1;  -999;    -999;   74.67;-999;   21.0;    9.6;    8.2;-999;   0.0;   0;     -999;   0;eor
      151;20140911;   3;   12.1;  12.0;  -999;    -999;   85.46;-999;   17.2;    7.7;    5.9;-999;  14.5;   4;     -999;   0;eor
      151;20140912;   3;   12.9;  14.3;  -999;    -999;   95.96;-999;   14.7;   11.4;   11.2;-999;   8.0;   4;     -999;   0;eor
      151;20140913;   3;   14.7;  15.8;  -999;    -999;   93.71;-999;   18.6;   12.0;   11.7;-999;   9.2;   4;     -999;   0;eor
      151;20140914;   3;   15.1;  15.7;  -999;    -999;   91.67;-999;   17.6;   12.2;   10.6;-999;   0.5;   4;     -999;   0;eor
      151;20140915;   3;   16.4;  15.6;  -999;    -999;   84.63;-999;   22.6;   11.3;    9.7;-999;   0.0;   0;     -999;   0;eor
      151;20140916;   3;   15.5;  14.1;  -999;    -999;   82.33;-999;   22.8;   10.1;    9.1;-999;   0.0;   0;     -999;   0;eor
      151;20140917;   3;   15.6;  14.0;  -999;    -999;   80.96;-999;   23.3;    9.2;    8.6;-999;   0.0;   0;     -999;   0;eor
      151;20140918;   3;   15.5;  14.0;  -999;    -999;   81.42;-999;   23.6;    8.6;    7.8;-999;   0.0;   0;     -999;   0;eor
      151;20140919;   3;   18.1;  15.9;  -999;    -999;   78.38;-999;   24.9;   11.8;   10.0;-999;   0.0;   0;     -999;   0;eor
      151;20140920;   3;   16.5;  17.0;  -999;    -999;   91.00;-999;   21.4;   12.4;   11.0;-999;   3.2;   4;     -999;   0;eor
      151;20140921;   3;   14.1;  15.4;  -999;    -999;   95.33;-999;   16.8;   11.2;   10.0;-999;  15.5;   4;     -999;   0;eor
      151;20140922;   3;    9.6;  10.7;  -999;    -999;   89.13;-999;   12.2;    7.5;    6.3;-999;   5.0;   4;     -999;   0;eor
      151;20140923;   3;    9.1;   9.0;  -999;    -999;   79.63;-999;   14.6;    2.6;    1.4;-999;   0.0;   0;     -999;   0;eor
      151;20140924;   3;    9.3;   9.2;  -999;    -999;   79.71;-999;   16.7;    2.0;    2.1;-999;   0.0;   0;     -999;   0;eor
      151;20140925;   3;   11.1;  11.0;  -999;    -999;   83.42;-999;   14.2;    7.4;    5.3;-999;   0.0;   0;     -999;   0;eor
      151;20140926;   3;   13.1;  12.1;  -999;    -999;   80.88;-999;   16.0;   10.0;    9.4;-999;   0.2;   4;     -999;   0;eor
      151;20140927;   3;   14.4;  12.8;  -999;    -999;   80.21;-999;   20.9;    6.9;    5.0;-999;   0.0;   0;     -999;   0;eor
      151;20140928;   3;   12.0;  11.7;  -999;    -999;   84.83;-999;   21.2;    6.0;    4.9;-999;   0.0;   0;     -999;   0;eor
      151;20140929;   3;   13.1;  13.0;  -999;    -999;   87.25;-999;   22.4;    6.7;    5.2;-999;   0.0;   0;     -999;   0;eor
      151;20140930;   3;   15.5;  15.2;  -999;    -999;   86.79;-999;   20.6;   10.5;    9.0;-999;   0.0;   0;     -999;   0;eor
      151;20141001;   3;   15.6;  15.6;  -999;    -999;   88.54;-999;   21.2;   13.0;   10.9;-999;   0.0;   0;     -999;   0;eor
      151;20141002;   3;   13.7;  13.6;  -999;    -999;   87.88;-999;   20.8;    8.8;    6.8;-999;   0.0;   0;     -999;   0;eor
